Year,Field,Rank,University,Count
2016,6.4 Technische Wissenschaften übergreifend/übrige,Professors,UZH,0
2016,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,UZH,0
2016,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,0
2016,7 Interdisziplinäre und Andere,Professors,UZH,0
2016,7 Interdisziplinäre und Andere,Other Lecturers,UZH,0
2016,7 Interdisziplinäre und Andere,Assistants & Research Staff,UZH,0
2016,8.5 Zentrale Verwaltung (bis 2001),Professors,UZH,0
2016,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,UZH,0
2016,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,UZH,0
2016,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,UZH,0
2016,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,UZH,0
2016,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,UZH,0
2016,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,UZH,0
2016,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,UZH,0
2016,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,UZH,0
2016,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,UZH,0
2016,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,UZH,0
2016,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,UZH,0
2016,99.99 Fach nicht zuteilbar,Professors,UZH,0
2016,99.99 Fach nicht zuteilbar,Other Lecturers,UZH,0
2016,99.99 Fach nicht zuteilbar,Assistants & Research Staff,UZH,3
2016,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,UZH,0
2016,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,UZH,0
2016,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,UZH,0
2016,8.1 Zentrale Verwaltung,Professors,UZH,0
2016,8.1 Zentrale Verwaltung,Other Lecturers,UZH,0
2016,8.1 Zentrale Verwaltung,Assistants & Research Staff,UZH,0
2016,8.2 Zentrale Bibliotheken,Professors,UZH,0
2016,8.2 Zentrale Bibliotheken,Other Lecturers,UZH,0
2016,8.2 Zentrale Bibliotheken,Assistants & Research Staff,UZH,0
2016,8.3 Technische Dienste und Logistik,Professors,UZH,0
2016,8.3 Technische Dienste und Logistik,Other Lecturers,UZH,0
2016,8.3 Technische Dienste und Logistik,Assistants & Research Staff,UZH,0
2016,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,UZH,0
2016,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,UZH,0
2016,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,UZH,0
2017,1.1 Theologie,Professors,UZH,14
2017,1.1 Theologie,Other Lecturers,UZH,34
2017,1.1 Theologie,Assistants & Research Staff,UZH,77
2017,1.2 Sprach- und Literaturwissenschaften,Professors,UZH,61
2017,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,UZH,60
2017,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,UZH,512
2017,1.3 Historische und Kulturwissenschaften,Professors,UZH,47
2017,1.3 Historische und Kulturwissenschaften,Other Lecturers,UZH,78
2017,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,UZH,351
2017,1.4 Sozialwissenschaften,Professors,UZH,64
2017,1.4 Sozialwissenschaften,Other Lecturers,UZH,83
2017,1.4 Sozialwissenschaften,Assistants & Research Staff,UZH,490
2017,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,UZH,0
2017,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,UZH,128
2017,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,9
2017,2 Wirtschaftswissenschaften,Professors,UZH,85
2017,2 Wirtschaftswissenschaften,Other Lecturers,UZH,91
2017,2 Wirtschaftswissenschaften,Assistants & Research Staff,UZH,398
2017,3 Recht,Professors,UZH,54
2017,3 Recht,Other Lecturers,UZH,133
2017,3 Recht,Assistants & Research Staff,UZH,315
2017,4.1 Exakte Wissenschaften,Professors,UZH,40
2017,4.1 Exakte Wissenschaften,Other Lecturers,UZH,18
2017,4.1 Exakte Wissenschaften,Assistants & Research Staff,UZH,283
2017,4.2 Naturwissenschaften,Professors,UZH,67
2017,4.2 Naturwissenschaften,Other Lecturers,UZH,80
2017,4.2 Naturwissenschaften,Assistants & Research Staff,UZH,824
2017,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,UZH,0
2017,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,UZH,0
2017,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,0
2017,5.1 Humanmedizin,Professors,UZH,178
2017,5.1 Humanmedizin,Other Lecturers,UZH,1891
2017,5.1 Humanmedizin,Assistants & Research Staff,UZH,1357
2017,5.2 Zahnmedizin,Professors,UZH,9
2017,5.2 Zahnmedizin,Other Lecturers,UZH,62
2017,5.2 Zahnmedizin,Assistants & Research Staff,UZH,123
2017,5.3 Veterinärmedizin,Professors,UZH,38
2017,5.3 Veterinärmedizin,Other Lecturers,UZH,34
2017,5.3 Veterinärmedizin,Assistants & Research Staff,UZH,418
2017,5.4 Pharmazie,Professors,UZH,0
2017,5.4 Pharmazie,Other Lecturers,UZH,0
2017,5.4 Pharmazie,Assistants & Research Staff,UZH,0
2017,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,UZH,0
2017,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,UZH,0
2017,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,UZH,0
2017,6.1 Bauwesen und Geodäsie,Professors,UZH,0
2017,6.1 Bauwesen und Geodäsie,Other Lecturers,UZH,0
2017,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,UZH,0
2017,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,UZH,0
2017,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,UZH,0
2017,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,UZH,0
2017,6.3 Agrar- und Forstwissenschaften,Professors,UZH,0
2017,6.3 Agrar- und Forstwissenschaften,Other Lecturers,UZH,0
2017,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,UZH,0
2017,6.4 Technische Wissenschaften übergreifend/übrige,Professors,UZH,0
2017,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,UZH,0
2017,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,0
2017,7 Interdisziplinäre und Andere,Professors,UZH,0
2017,7 Interdisziplinäre und Andere,Other Lecturers,UZH,0
2017,7 Interdisziplinäre und Andere,Assistants & Research Staff,UZH,0
2017,8.5 Zentrale Verwaltung (bis 2001),Professors,UZH,0
2017,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,UZH,0
2017,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,UZH,0
2017,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,UZH,0
2017,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,UZH,0
2017,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,UZH,0
2017,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,UZH,0
2017,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,UZH,0
2017,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,UZH,0
2017,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,UZH,0
2017,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,UZH,0
2017,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,UZH,0
2017,99.99 Fach nicht zuteilbar,Professors,UZH,0
2017,99.99 Fach nicht zuteilbar,Other Lecturers,UZH,0
2017,99.99 Fach nicht zuteilbar,Assistants & Research Staff,UZH,2
2017,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,UZH,0
2017,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,UZH,0
2017,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,UZH,0
2017,8.1 Zentrale Verwaltung,Professors,UZH,0
2017,8.1 Zentrale Verwaltung,Other Lecturers,UZH,0
2017,8.1 Zentrale Verwaltung,Assistants & Research Staff,UZH,0
2017,8.2 Zentrale Bibliotheken,Professors,UZH,0
2017,8.2 Zentrale Bibliotheken,Other Lecturers,UZH,0
2017,8.2 Zentrale Bibliotheken,Assistants & Research Staff,UZH,0
2017,8.3 Technische Dienste und Logistik,Professors,UZH,0
2017,8.3 Technische Dienste und Logistik,Other Lecturers,UZH,0
2017,8.3 Technische Dienste und Logistik,Assistants & Research Staff,UZH,0
2017,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,UZH,0
2017,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,UZH,0
2017,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,UZH,0
2018,1.1 Theologie,Professors,UZH,15
2018,1.1 Theologie,Other Lecturers,UZH,24
2018,1.1 Theologie,Assistants & Research Staff,UZH,78
2018,1.2 Sprach- und Literaturwissenschaften,Professors,UZH,59
2018,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,UZH,68
2018,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,UZH,501
2018,1.3 Historische und Kulturwissenschaften,Professors,UZH,47
2018,1.3 Historische und Kulturwissenschaften,Other Lecturers,UZH,69
2018,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,UZH,335
2018,1.4 Sozialwissenschaften,Professors,UZH,68
2018,1.4 Sozialwissenschaften,Other Lecturers,UZH,79
2018,1.4 Sozialwissenschaften,Assistants & Research Staff,UZH,571
2018,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,UZH,0
2018,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,UZH,48
2018,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,0
2018,2 Wirtschaftswissenschaften,Professors,UZH,74
2018,2 Wirtschaftswissenschaften,Other Lecturers,UZH,79
2018,2 Wirtschaftswissenschaften,Assistants & Research Staff,UZH,325
2018,3 Recht,Professors,UZH,54
2018,3 Recht,Other Lecturers,UZH,86
2018,3 Recht,Assistants & Research Staff,UZH,352
2018,4.1 Exakte Wissenschaften,Professors,UZH,54
2018,4.1 Exakte Wissenschaften,Other Lecturers,UZH,49
2018,4.1 Exakte Wissenschaften,Assistants & Research Staff,UZH,392
2018,4.2 Naturwissenschaften,Professors,UZH,77
2018,4.2 Naturwissenschaften,Other Lecturers,UZH,132
2018,4.2 Naturwissenschaften,Assistants & Research Staff,UZH,883
2018,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,UZH,0
2018,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,UZH,20
2018,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,1
2018,5.1 Humanmedizin,Professors,UZH,175
2018,5.1 Humanmedizin,Other Lecturers,UZH,1670
2018,5.1 Humanmedizin,Assistants & Research Staff,UZH,1340
2018,5.2 Zahnmedizin,Professors,UZH,9
2018,5.2 Zahnmedizin,Other Lecturers,UZH,30
2018,5.2 Zahnmedizin,Assistants & Research Staff,UZH,122
2018,5.3 Veterinärmedizin,Professors,UZH,37
2018,5.3 Veterinärmedizin,Other Lecturers,UZH,24
2018,5.3 Veterinärmedizin,Assistants & Research Staff,UZH,425
2018,5.4 Pharmazie,Professors,UZH,0
2018,5.4 Pharmazie,Other Lecturers,UZH,0
2018,5.4 Pharmazie,Assistants & Research Staff,UZH,0
2018,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,UZH,0
2018,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,UZH,0
2018,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,UZH,0
2018,6.1 Bauwesen und Geodäsie,Professors,UZH,0
2018,6.1 Bauwesen und Geodäsie,Other Lecturers,UZH,0
2018,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,UZH,0
2018,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,UZH,0
2018,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,UZH,0
2018,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,UZH,0
2018,6.3 Agrar- und Forstwissenschaften,Professors,UZH,0
2018,6.3 Agrar- und Forstwissenschaften,Other Lecturers,UZH,0
2018,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,UZH,0
2018,6.4 Technische Wissenschaften übergreifend/übrige,Professors,UZH,0
2018,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,UZH,0
2018,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,0
2018,7 Interdisziplinäre und Andere,Professors,UZH,0
2018,7 Interdisziplinäre und Andere,Other Lecturers,UZH,0
2018,7 Interdisziplinäre und Andere,Assistants & Research Staff,UZH,6
2018,8.5 Zentrale Verwaltung (bis 2001),Professors,UZH,0
2018,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,UZH,0
2018,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,UZH,0
2018,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,UZH,0
2018,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,UZH,0
2018,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,UZH,0
2018,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,UZH,0
2018,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,UZH,0
2018,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,UZH,0
2018,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,UZH,0
2018,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,UZH,0
2018,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,UZH,0
2018,99.99 Fach nicht zuteilbar,Professors,UZH,0
2018,99.99 Fach nicht zuteilbar,Other Lecturers,UZH,0
2018,99.99 Fach nicht zuteilbar,Assistants & Research Staff,UZH,1
2018,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,UZH,0
2018,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,UZH,0
2018,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,UZH,0
2018,8.1 Zentrale Verwaltung,Professors,UZH,0
2018,8.1 Zentrale Verwaltung,Other Lecturers,UZH,0
2018,8.1 Zentrale Verwaltung,Assistants & Research Staff,UZH,0
2018,8.2 Zentrale Bibliotheken,Professors,UZH,0
2018,8.2 Zentrale Bibliotheken,Other Lecturers,UZH,0
2018,8.2 Zentrale Bibliotheken,Assistants & Research Staff,UZH,0
2018,8.3 Technische Dienste und Logistik,Professors,UZH,0
2018,8.3 Technische Dienste und Logistik,Other Lecturers,UZH,0
2018,8.3 Technische Dienste und Logistik,Assistants & Research Staff,UZH,0
2018,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,UZH,0
2018,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,UZH,0
2018,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,UZH,0
2019,1.1 Theologie,Professors,UZH,16
2019,1.1 Theologie,Other Lecturers,UZH,28
2019,1.1 Theologie,Assistants & Research Staff,UZH,79
2019,1.2 Sprach- und Literaturwissenschaften,Professors,UZH,64
2019,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,UZH,46
2019,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,UZH,483
2019,1.3 Historische und Kulturwissenschaften,Professors,UZH,48
2019,1.3 Historische und Kulturwissenschaften,Other Lecturers,UZH,65
2019,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,UZH,338
2019,1.4 Sozialwissenschaften,Professors,UZH,73
2019,1.4 Sozialwissenschaften,Other Lecturers,UZH,94
2019,1.4 Sozialwissenschaften,Assistants & Research Staff,UZH,594
2019,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,UZH,0
2019,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,UZH,127
2019,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,9
2019,2 Wirtschaftswissenschaften,Professors,UZH,77
2019,2 Wirtschaftswissenschaften,Other Lecturers,UZH,124
2019,2 Wirtschaftswissenschaften,Assistants & Research Staff,UZH,314
2019,3 Recht,Professors,UZH,57
2019,3 Recht,Other Lecturers,UZH,129
2019,3 Recht,Assistants & Research Staff,UZH,345
2019,4.1 Exakte Wissenschaften,Professors,UZH,57
2019,4.1 Exakte Wissenschaften,Other Lecturers,UZH,47
2019,4.1 Exakte Wissenschaften,Assistants & Research Staff,UZH,412
2019,4.2 Naturwissenschaften,Professors,UZH,75
2019,4.2 Naturwissenschaften,Other Lecturers,UZH,129
2019,4.2 Naturwissenschaften,Assistants & Research Staff,UZH,915
2019,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,UZH,0
2019,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,UZH,41
2019,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,1
2019,5.1 Humanmedizin,Professors,UZH,185
2019,5.1 Humanmedizin,Other Lecturers,UZH,2126
2019,5.1 Humanmedizin,Assistants & Research Staff,UZH,1405
2019,5.2 Zahnmedizin,Professors,UZH,11
2019,5.2 Zahnmedizin,Other Lecturers,UZH,56
2019,5.2 Zahnmedizin,Assistants & Research Staff,UZH,127
2019,5.3 Veterinärmedizin,Professors,UZH,35
2019,5.3 Veterinärmedizin,Other Lecturers,UZH,32
2019,5.3 Veterinärmedizin,Assistants & Research Staff,UZH,426
2019,5.4 Pharmazie,Professors,UZH,0
2019,5.4 Pharmazie,Other Lecturers,UZH,0
2019,5.4 Pharmazie,Assistants & Research Staff,UZH,0
2019,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,UZH,0
2019,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,UZH,0
2019,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,UZH,0
2019,6.1 Bauwesen und Geodäsie,Professors,UZH,0
2019,6.1 Bauwesen und Geodäsie,Other Lecturers,UZH,0
2019,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,UZH,0
2019,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,UZH,0
2019,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,UZH,0
2019,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,UZH,0
2019,6.3 Agrar- und Forstwissenschaften,Professors,UZH,0
2019,6.3 Agrar- und Forstwissenschaften,Other Lecturers,UZH,0
2019,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,UZH,0
2019,6.4 Technische Wissenschaften übergreifend/übrige,Professors,UZH,0
2019,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,UZH,0
2019,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,0
2019,7 Interdisziplinäre und Andere,Professors,UZH,0
2019,7 Interdisziplinäre und Andere,Other Lecturers,UZH,0
2019,7 Interdisziplinäre und Andere,Assistants & Research Staff,UZH,11
2019,8.5 Zentrale Verwaltung (bis 2001),Professors,UZH,0
2019,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,UZH,0
2019,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,UZH,0
2019,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,UZH,0
2019,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,UZH,0
2019,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,UZH,0
2019,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,UZH,0
2019,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,UZH,0
2019,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,UZH,0
2019,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,UZH,0
2019,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,UZH,0
2019,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,UZH,0
2019,99.99 Fach nicht zuteilbar,Professors,UZH,1
2019,99.99 Fach nicht zuteilbar,Other Lecturers,UZH,2
2019,99.99 Fach nicht zuteilbar,Assistants & Research Staff,UZH,2
2019,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,UZH,0
2019,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,UZH,0
2019,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,UZH,0
2019,8.1 Zentrale Verwaltung,Professors,UZH,0
2019,8.1 Zentrale Verwaltung,Other Lecturers,UZH,0
2019,8.1 Zentrale Verwaltung,Assistants & Research Staff,UZH,0
2019,8.2 Zentrale Bibliotheken,Professors,UZH,0
2019,8.2 Zentrale Bibliotheken,Other Lecturers,UZH,0
2019,8.2 Zentrale Bibliotheken,Assistants & Research Staff,UZH,0
2019,8.3 Technische Dienste und Logistik,Professors,UZH,0
2019,8.3 Technische Dienste und Logistik,Other Lecturers,UZH,0
2019,8.3 Technische Dienste und Logistik,Assistants & Research Staff,UZH,0
2019,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,UZH,0
2019,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,UZH,5
2019,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,UZH,0
2020,1.1 Theologie,Professors,UZH,15
2020,1.1 Theologie,Other Lecturers,UZH,30
2020,1.1 Theologie,Assistants & Research Staff,UZH,79
2020,1.2 Sprach- und Literaturwissenschaften,Professors,UZH,63
2020,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,UZH,50
2020,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,UZH,519
2020,1.3 Historische und Kulturwissenschaften,Professors,UZH,49
2020,1.3 Historische und Kulturwissenschaften,Other Lecturers,UZH,59
2020,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,UZH,350
2020,1.4 Sozialwissenschaften,Professors,UZH,72
2020,1.4 Sozialwissenschaften,Other Lecturers,UZH,98
2020,1.4 Sozialwissenschaften,Assistants & Research Staff,UZH,571
2020,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,UZH,0
2020,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,UZH,148
2020,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,12
2020,2 Wirtschaftswissenschaften,Professors,UZH,79
2020,2 Wirtschaftswissenschaften,Other Lecturers,UZH,109
2020,2 Wirtschaftswissenschaften,Assistants & Research Staff,UZH,328
2020,3 Recht,Professors,UZH,56
2020,3 Recht,Other Lecturers,UZH,140
2020,3 Recht,Assistants & Research Staff,UZH,340
2020,4.1 Exakte Wissenschaften,Professors,UZH,62
2020,4.1 Exakte Wissenschaften,Other Lecturers,UZH,47
2020,4.1 Exakte Wissenschaften,Assistants & Research Staff,UZH,438
2020,4.2 Naturwissenschaften,Professors,UZH,81
2020,4.2 Naturwissenschaften,Other Lecturers,UZH,143
2020,4.2 Naturwissenschaften,Assistants & Research Staff,UZH,965
2020,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,UZH,0
2020,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,UZH,36
2020,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,3
2020,5.1 Humanmedizin,Professors,UZH,187
2020,5.1 Humanmedizin,Other Lecturers,UZH,2090
2020,5.1 Humanmedizin,Assistants & Research Staff,UZH,1491
2020,5.2 Zahnmedizin,Professors,UZH,11
2020,5.2 Zahnmedizin,Other Lecturers,UZH,53
2020,5.2 Zahnmedizin,Assistants & Research Staff,UZH,135
2020,5.3 Veterinärmedizin,Professors,UZH,38
2020,5.3 Veterinärmedizin,Other Lecturers,UZH,33
2020,5.3 Veterinärmedizin,Assistants & Research Staff,UZH,442
2020,5.4 Pharmazie,Professors,UZH,0
2020,5.4 Pharmazie,Other Lecturers,UZH,0
2020,5.4 Pharmazie,Assistants & Research Staff,UZH,0
2020,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,UZH,0
2020,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,UZH,0
2020,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,UZH,0
2020,6.1 Bauwesen und Geodäsie,Professors,UZH,0
2020,6.1 Bauwesen und Geodäsie,Other Lecturers,UZH,0
2020,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,UZH,0
2020,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,UZH,0
2020,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,UZH,0
2020,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,UZH,0
2020,6.3 Agrar- und Forstwissenschaften,Professors,UZH,0
2020,6.3 Agrar- und Forstwissenschaften,Other Lecturers,UZH,0
2020,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,UZH,0
2020,6.4 Technische Wissenschaften übergreifend/übrige,Professors,UZH,0
2020,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,UZH,0
2020,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,0
2020,7 Interdisziplinäre und Andere,Professors,UZH,0
2020,7 Interdisziplinäre und Andere,Other Lecturers,UZH,0
2020,7 Interdisziplinäre und Andere,Assistants & Research Staff,UZH,1
2020,8.5 Zentrale Verwaltung (bis 2001),Professors,UZH,0
2020,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,UZH,0
2020,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,UZH,0
2020,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,UZH,0
2020,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,UZH,0
2020,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,UZH,0
2020,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,UZH,0
2020,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,UZH,0
2020,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,UZH,0
2020,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,UZH,0
2020,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,UZH,0
2020,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,UZH,0
2020,99.99 Fach nicht zuteilbar,Professors,UZH,0
2020,99.99 Fach nicht zuteilbar,Other Lecturers,UZH,2
2020,99.99 Fach nicht zuteilbar,Assistants & Research Staff,UZH,4
2020,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,UZH,0
